customerID,age,Gender,Income,HeadofHousehold,number_household,months_residence,T1count_30d,T2count_30d,T3count_30d,T1spend_30d,T2spend_30d,T3spend_30d,T1count_10d,T2count_10d,T3count_10d,T1spend_10d,T2spend_10d,T3spend_10d,T1count_3d,T2count_3d,T3count_3d,T1spend_3d,T2spend_3d,T3spend_3d,r_60d,f_60d,T1_m_60d,T2_m_60d,T3_m_60d,label
1018,15,M,Less_than_10K,F,2,12,340,332,479,0,0,0,103,106,164,0,0,0,29,44,55,0,0,0,1,56,0,0,0,0
1019,14,M,10K_50K,T,1,50,333,411,529,0,0,0,119,134,165,0,0,0,60,35,80,0,0,0,1,56,0,0,0,0
102,45,M,50K_100K,F,2,40,13924,356,496,60,0,0,4434,112,188,0,0,0,1893,52,54,0,0,0,1,56,131,0,0,0
1020,15,M,10K_50K,T,4,23,459,289,467,0,0,0,121,91,157,0,0,0,43,50,46,0,0,0,1,56,0,0,0,0
1021,16,M,Less_than_10K,T,1,40,426,396,450,0,0,0,119,67,154,0,0,0,29,35,81,0,0,0,1,56,0,0,0,0
1022,15,M,Less_than_10K,F,4,11,414,379,556,0,0,0,116,110,155,0,0,0,36,27,34,0,0,0,1,56,0,0,0,0
1023,14,M,Less_than_10K,T,1,41,369,288,530,0,0,0,129,72,152,0,0,0,51,40,68,0,0,0,1,56,0,0,0,0
1024,12,M,10K_50K,F,3,52,356,344,491,0,0,0,101,83,168,0,0,0,51,23,45,0,0,0,1,56,0,0,0,0
1025,14,M,10K_50K,F,3,10,354,356,497,0,0,0,142,91,168,0,0,0,29,37,39,0,0,0,1,56,0,0,0,0
1026,22,M,Less_than_10K,F,4,6,409,356,473,0,0,0,138,164,169,0,0,0,23,55,73,0,0,0,1,56,0,0,0,0
1027,18,M,10K_50K,F,3,7,296,377,495,0,0,0,94,91,174,0,0,0,44,55,50,0,0,0,1,56,0,0,0,0
1028,23,M,10K_50K,T,4,59,391,307,501,0,0,0,113,99,174,0,0,0,36,44,86,0,0,0,1,56,0,0,0,0
1029,22,M,10K_50K,T,1,16,399,425,420,0,0,0,129,139,143,0,0,0,35,24,81,0,0,0,1,56,0,0,0,0
103,35,M,Greater_than_100K,F,4,15,13956,392,444,89,0,0,4523,143,113,0,0,0,1897,70,62,0,0,0,1,56,199,0,0,0
1030,12,M,10K_50K,T,2,38,369,347,520,0,0,0,107,85,205,0,0,0,47,38,52,0,0,0,1,56,0,0,0,0
1031,17,M,10K_50K,T,4,2,268,368,488,0,0,0,92,94,144,0,0,0,47,43,81,0,0,0,1,56,0,0,0,0
1032,15,M,10K_50K,F,2,33,321,270,487,0,0,0,83,71,139,0,0,0,33,68,50,0,0,0,1,56,0,0,0,0
1033,15,M,10K_50K,F,3,28,401,334,449,0,0,0,110,144,181,0,0,0,52,45,36,0,0,0,1,56,0,0,0,0
1034,18,M,10K_50K,T,1,6,405,410,512,0,0,0,141,127,193,0,0,0,50,49,83,0,0,0,1,56,0,0,0,0
1035,14,M,10K_50K,F,3,24,441,335,479,0,0,0,145,91,181,0,0,0,60,36,70,0,0,0,1,56,0,0,0,0
1036,21,M,10K_50K,T,2,33,312,370,431,0,0,0,64,106,200,0,0,0,22,44,29,0,0,0,1,56,0,0,0,0
1037,14,M,10K_50K,F,3,18,272,430,433,0,0,0,65,165,123,0,0,0,27,23,94,0,0,0,1,56,0,0,0,0
1038,15,M,10K_50K,F,4,7,258,312,449,0,0,0,79,126,128,0,0,0,39,30,87,0,0,0,1,56,0,0,0,0
1039,24,M,10K_50K,T,3,34,332,327,504,0,0,0,86,111,192,0,0,0,22,18,93,0,0,0,1,56,0,0,0,0
104,32,M,50K_100K,T,4,52,13558,340,476,40,0,0,4487,136,177,0,0,0,1706,40,70,2,0,0,1,56,71,0,0,1
1040,22,M,10K_50K,F,3,12,305,356,460,0,0,0,146,97,129,0,0,0,75,35,76,0,0,0,1,56,0,0,0,0
1041,19,M,10K_50K,T,4,4,289,407,461,0,0,0,93,82,161,0,0,0,47,39,71,0,0,0,1,56,0,0,0,0
1042,20,M,10K_50K,T,1,26,340,335,407,0,0,0,98,114,147,0,0,0,52,42,52,0,0,0,1,56,0,0,0,0
1043,16,M,10K_50K,F,2,1,329,309,536,0,0,0,96,90,160,0,0,0,36,24,58,0,0,0,1,56,0,0,0,0
1044,20,M,Less_than_10K,F,1,53,290,344,506,0,0,0,108,83,136,0,0,0,40,55,73,0,0,0,1,56,0,0,0,0
1045,16,M,10K_50K,F,3,43,289,399,475,0,0,0,131,116,147,0,0,0,22,87,95,0,0,0,1,56,0,0,0,0
1046,18,M,Less_than_10K,T,4,7,347,351,421,0,0,0,122,111,121,0,0,0,39,28,100,0,0,0,1,56,0,0,0,0
1047,20,M,10K_50K,F,4,10,345,331,569,0,0,0,131,116,139,0,0,0,55,14,45,0,0,0,1,56,0,0,0,0
1048,18,M,10K_50K,T,2,46,293,374,448,0,0,0,102,110,142,0,0,0,64,57,40,0,0,0,1,56,0,0,0,0
1049,15,M,10K_50K,F,1,11,448,377,442,0,0,0,166,88,130,0,0,0,49,62,52,0,0,0,1,56,0,0,0,0
105,29,M,Greater_than_100K,F,3,55,13573,349,542,1,0,0,4276,143,209,1,0,0,1924,25,72,0,0,0,1,56,64,0,0,0
1050,21,M,10K_50K,F,2,21,315,418,433,0,0,0,104,144,140,0,0,0,41,58,54,0,0,0,1,56,0,0,0,0
1051,12,M,10K_50K,T,3,20,383,351,464,0,0,0,114,72,125,0,0,0,22,39,42,0,0,0,1,56,0,0,0,0
1052,16,M,10K_50K,F,4,34,268,370,493,0,0,0,71,104,119,0,0,0,62,48,63,0,0,0,1,56,0,0,0,0
1053,21,M,Less_than_10K,T,1,13,332,327,410,0,0,0,73,144,148,0,0,0,23,37,73,0,0,0,1,56,0,0,0,0
1054,18,M,10K_50K,T,1,11,315,352,555,0,0,0,60,110,161,0,0,0,67,52,43,0,0,0,1,56,0,0,0,0
1055,13,M,Less_than_10K,T,3,54,314,330,487,0,0,0,101,82,130,0,0,0,37,73,90,0,0,0,1,56,0,0,0,0
1056,18,M,Less_than_10K,T,4,17,338,257,418,0,0,0,135,68,152,0,0,0,35,31,48,0,0,0,1,56,0,0,0,0
1057,18,M,10K_50K,F,4,51,345,432,440,0,0,0,128,122,144,0,0,0,22,15,71,0,0,0,1,56,0,0,0,0
1058,21,M,10K_50K,T,4,48,373,444,504,0,0,0,148,116,153,0,0,0,42,32,43,0,0,0,1,56,0,0,0,0
1059,14,M,10K_50K,T,1,31,329,315,492,0,0,0,106,87,157,0,0,0,41,16,83,0,0,0,1,56,0,0,0,0
106,36,M,Greater_than_100K,F,2,56,14086,312,467,18,0,0,4322,127,164,0,0,0,1654,38,50,27,0,0,1,56,327,0,0,1
1060,23,M,10K_50K,F,2,60,347,310,477,0,0,0,116,98,130,0,0,0,49,51,47,0,0,0,1,56,0,0,0,0
1061,23,M,Less_than_10K,T,2,25,348,345,480,0,0,0,118,120,133,0,0,0,48,33,35,0,0,0,1,56,0,0,0,0
1062,12,M,10K_50K,T,1,46,308,294,454,0,0,0,80,75,113,0,0,0,37,50,67,0,0,0,1,56,0,0,0,0
1063,16,M,10K_50K,F,4,16,336,326,487,0,0,0,84,172,139,0,0,0,65,71,52,0,0,0,1,56,0,0,0,0
1064,12,M,10K_50K,T,2,28,275,334,399,0,0,0,86,132,113,0,0,0,25,49,70,0,0,0,1,56,0,0,0,0
1065,15,M,10K_50K,T,1,51,294,379,402,0,0,0,52,148,117,0,0,0,15,57,22,0,0,0,1,56,0,0,0,0
1066,21,M,Less_than_10K,T,1,29,426,354,436,0,0,0,112,103,183,0,0,0,35,57,86,0,0,0,1,56,0,0,0,0
1067,16,M,10K_50K,F,1,36,279,382,426,0,0,0,89,108,106,0,0,0,63,34,56,0,0,0,1,56,0,0,0,0
1068,18,M,10K_50K,T,4,51,433,355,488,0,0,0,170,106,146,0,0,0,43,58,82,0,0,0,1,56,0,0,0,0
1069,12,M,10K_50K,F,3,35,325,307,350,0,0,0,123,89,90,0,0,0,38,27,61,0,0,0,1,56,0,0,0,0
107,30,M,Greater_than_100K,T,2,28,14414,415,481,191,0,0,4637,141,188,8,0,0,1998,42,74,0,0,0,1,56,219,0,0,0
1070,19,M,10K_50K,T,1,4,306,332,515,0,0,0,113,126,168,0,0,0,36,49,65,0,0,0,1,56,0,0,0,0
1071,13,M,10K_50K,T,1,4,296,320,485,0,0,0,78,99,175,0,0,0,57,44,47,0,0,0,1,56,0,0,0,0
1072,23,M,10K_50K,T,3,25,357,287,537,0,0,0,142,96,162,0,0,0,27,21,61,0,0,0,1,56,0,0,0,0
1073,12,M,Less_than_10K,T,4,49,389,356,421,0,0,0,101,119,136,0,0,0,51,60,52,0,0,0,1,56,0,0,0,0
1074,22,M,10K_50K,T,3,19,340,344,375,0,0,0,113,107,127,0,0,0,48,61,69,0,0,0,1,56,0,0,0,0
1075,13,M,10K_50K,T,4,16,250,380,364,0,0,0,73,103,97,0,0,0,68,53,55,0,0,0,1,56,0,0,0,0
1076,18,M,Less_than_10K,T,1,31,372,338,428,0,0,0,125,120,195,0,0,0,57,43,53,0,0,0,1,56,0,0,0,0
1077,16,M,10K_50K,F,4,38,384,336,432,0,0,0,104,109,148,0,0,0,45,54,55,0,0,0,1,56,0,0,0,0
1078,12,M,10K_50K,F,3,45,353,297,477,0,0,0,128,83,128,0,0,0,93,72,61,0,0,0,1,56,0,0,0,0
1079,16,M,Less_than_10K,T,1,31,402,358,542,0,0,0,140,74,186,0,0,0,44,48,73,0,0,0,1,56,0,0,0,0
108,29,M,Greater_than_100K,T,3,46,14208,291,504,26,0,0,4570,106,175,26,0,0,1854,38,47,0,0,0,1,56,38,0,0,0
1080,20,M,10K_50K,F,4,58,354,332,533,0,0,0,106,97,207,0,0,0,21,47,54,0,0,0,1,56,0,0,0,0
1081,24,M,10K_50K,T,3,55,328,345,504,0,0,0,118,170,164,0,0,0,12,44,82,0,0,0,1,56,0,0,0,0
1082,18,M,10K_50K,F,4,56,399,310,485,0,0,0,147,113,138,0,0,0,36,39,60,0,0,0,1,56,0,0,0,0
1083,13,M,10K_50K,T,3,55,381,345,434,0,0,0,144,111,139,0,0,0,44,47,35,0,0,0,1,56,0,0,0,0
1084,19,M,10K_50K,T,3,8,407,316,517,0,0,0,151,141,157,0,0,0,31,48,90,0,0,0,1,56,0,0,0,0
1085,14,M,10K_50K,F,1,55,382,435,443,0,0,0,126,169,142,0,0,0,22,44,58,0,0,0,1,56,0,0,0,0
1086,23,M,10K_50K,F,4,39,344,341,472,0,0,0,77,87,188,0,0,0,45,30,38,0,0,0,1,56,0,0,0,0
1087,17,M,Less_than_10K,F,3,28,369,304,558,0,0,0,99,92,168,0,0,0,48,34,71,0,0,0,1,56,0,0,0,0
1088,16,M,10K_50K,T,2,21,337,346,489,0,0,0,80,133,164,0,0,0,58,47,47,0,0,0,1,56,0,0,0,0
1089,14,M,Less_than_10K,T,3,27,309,378,585,0,0,0,103,107,133,0,0,0,36,19,47,0,0,0,1,56,0,0,0,0
109,40,M,50K_100K,F,4,45,14504,442,482,22,0,0,4586,135,176,0,0,0,1765,69,96,51,0,0,1,56,66,0,0,1
1090,23,M,10K_50K,F,3,9,396,382,493,0,0,0,184,148,150,0,0,0,53,39,38,0,0,0,1,56,0,0,0,0
1091,14,M,Less_than_10K,T,1,32,318,342,420,0,0,0,107,86,103,0,0,0,65,39,45,0,0,0,1,56,0,0,0,0
1092,23,M,10K_50K,F,1,25,397,346,531,0,0,0,121,130,142,0,0,0,58,36,85,0,0,0,1,56,0,0,0,0
1093,13,M,Less_than_10K,T,2,41,291,348,469,0,0,0,134,81,141,0,0,0,36,49,103,0,0,0,1,56,0,0,0,0
1094,13,M,10K_50K,F,2,45,316,403,461,0,0,0,98,149,131,0,0,0,45,27,59,0,0,0,1,56,0,0,0,0
1095,13,M,10K_50K,T,4,29,306,339,430,0,0,0,91,132,122,0,0,0,37,66,86,0,0,0,1,56,0,0,0,0
1096,18,M,10K_50K,T,2,14,288,315,445,0,0,0,68,76,96,0,0,0,28,60,69,0,0,0,1,56,0,0,0,0
1097,15,M,10K_50K,T,4,5,355,400,343,0,0,0,117,127,92,0,0,0,30,50,100,0,0,0,1,56,0,0,0,0
1098,12,M,Less_than_10K,T,3,59,333,278,513,0,0,0,89,114,195,0,0,0,38,55,60,0,0,0,1,56,0,0,0,0
1099,16,M,10K_50K,T,1,11,404,340,447,0,0,0,104,91,88,0,0,0,57,35,100,0,0,0,1,56,0,0,0,0
11,49,M,Greater_than_100K,T,1,3,13837,362,439,238,0,0,4560,133,147,0,0,0,1894,28,46,0,0,0,1,56,399,0,0,0
110,26,M,Greater_than_100K,T,2,13,13731,307,441,118,0,0,4561,128,136,0,0,0,1851,61,61,0,0,0,1,56,229,0,0,0
1100,21,M,10K_50K,T,3,36,387,382,510,0,0,0,137,182,159,0,0,0,44,53,69,0,0,0,1,56,0,0,0,0
1101,12,M,10K_50K,T,3,8,344,356,496,0,0,0,104,112,188,0,0,0,57,52,54,0,0,0,1,56,0,0,0,0
1102,19,M,Less_than_10K,F,2,40,344,392,444,0,0,0,112,143,113,0,0,0,57,70,62,0,0,0,1,56,0,0,0,0
1103,15,M,10K_50K,F,4,15,298,340,476,0,0,0,98,136,177,0,0,0,31,40,70,0,0,0,1,56,0,0,0,0
1104,14,M,Less_than_10K,T,4,52,273,349,542,0,0,0,72,143,209,0,0,0,64,25,72,0,0,0,1,56,0,0,0,0
1105,13,M,10K_50K,F,3,55,398,312,467,0,0,0,109,127,164,0,0,0,24,38,50,0,0,0,1,56,0,0,0,0
1106,16,M,10K_50K,F,2,56,415,415,481,0,0,0,132,141,188,0,0,0,79,42,74,0,0,0,1,56,0,0,0,0
1107,14,M,10K_50K,T,2,28,368,291,504,0,0,0,110,106,175,0,0,0,63,38,47,0,0,0,1,56,0,0,0,0
1108,13,M,10K_50K,T,3,46,431,442,482,0,0,0,136,135,176,0,0,0,32,69,96,0,0,0,1,56,0,0,0,0
1109,17,M,Less_than_10K,F,4,45,351,307,441,0,0,0,109,128,136,0,0,0,48,61,61,0,0,0,1,56,0,0,0,0
111,50,M,Greater_than_100K,F,2,28,14443,390,467,0,0,0,4665,114,116,0,0,0,1796,47,40,59,0,0,1,56,134,0,0,1
1110,12,M,10K_50K,T,2,13,437,390,467,0,0,0,140,114,116,0,0,0,45,47,40,0,0,0,1,56,0,0,0,0
1111,21,M,10K_50K,F,2,28,360,332,502,0,0,0,115,102,152,0,0,0,46,82,43,0,0,0,1,56,0,0,0,0
1112,13,M,10K_50K,F,1,54,298,377,481,0,0,0,130,112,168,0,0,0,45,57,53,0,0,0,1,56,0,0,0,0
1113,24,M,10K_50K,T,2,50,279,371,494,0,0,0,108,140,129,0,0,0,54,15,82,0,0,0,1,56,0,0,0,0
1114,13,M,10K_50K,T,2,41,301,305,446,0,0,0,104,97,156,0,0,0,48,28,29,0,0,0,1,56,0,0,0,0
1115,14,M,10K_50K,F,4,2,366,263,389,0,0,0,130,82,147,0,0,0,33,54,46,0,0,0,1,56,0,0,0,0
1116,23,M,Less_than_10K,T,2,45,324,312,475,0,0,0,114,101,123,0,0,0,52,61,56,0,0,0,1,56,0,0,0,0
1117,24,M,10K_50K,F,4,19,305,397,508,0,0,0,111,141,175,0,0,0,26,45,41,0,0,0,1,56,0,0,0,0
1118,15,M,10K_50K,T,4,40,355,321,510,0,0,0,117,117,128,0,0,0,56,18,49,0,0,0,1,56,0,0,0,0
1119,13,M,10K_50K,T,1,28,418,337,455,0,0,0,161,80,164,0,0,0,40,61,82,0,0,0,1,56,0,0,0,0
112,28,M,Greater_than_100K,F,1,54,13871,332,502,88,0,0,4468,102,152,0,0,0,1814,82,43,0,0,0,1,56,199,0,0,0
1120,22,M,10K_50K,F,4,20,322,315,495,0,0,0,125,91,181,0,0,0,60,36,55,0,0,0,1,56,0,0,0,0
1121,21,M,Less_than_10K,T,2,39,466,325,484,0,0,0,158,81,135,0,0,0,54,69,55,0,0,0,1,56,0,0,0,0
1122,23,M,10K_50K,T,2,45,341,360,408,0,0,0,137,95,100,0,0,0,50,53,45,0,0,0,1,56,0,0,0,0
1123,24,M,10K_50K,T,2,24,274,310,375,0,0,0,75,87,109,0,0,0,35,54,52,0,0,0,1,56,0,0,0,0
1124,24,M,Less_than_10K,F,2,30,369,359,553,0,0,0,138,72,179,0,0,0,30,57,55,0,0,0,1,56,0,0,0,0
1125,18,M,10K_50K,T,4,25,274,363,511,0,0,0,105,150,159,0,0,0,55,39,55,0,0,0,1,56,0,0,0,0
1126,15,M,10K_50K,T,1,8,384,303,463,0,0,0,116,81,201,0,0,0,48,21,76,0,0,0,1,56,0,0,0,0
1127,15,M,10K_50K,T,4,53,309,359,628,0,0,0,68,127,196,0,0,0,28,58,51,0,0,0,1,56,0,0,0,0
1128,18,M,Less_than_10K,F,1,27,366,310,415,0,0,0,128,75,123,0,0,0,32,42,43,0,0,0,1,56,0,0,0,0
1129,18,M,Less_than_10K,T,4,44,418,313,442,0,0,0,139,91,157,0,0,0,70,45,87,0,0,0,1,56,0,0,0,0
113,59,M,Greater_than_100K,T,2,50,13834,377,481,0,0,0,4676,112,168,0,0,0,1748,57,53,0,0,0,1,56,0,0,0,0
1130,16,M,10K_50K,F,2,5,420,370,432,0,0,0,159,141,149,0,0,0,75,61,23,0,0,0,1,56,0,0,0,0
1131,24,M,10K_50K,T,2,22,324,332,527,0,0,0,93,127,157,0,0,0,77,77,42,0,0,0,1,56,0,0,0,0
1132,20,M,10K_50K,T,2,40,339,338,453,0,0,0,144,118,170,0,0,0,36,40,107,0,0,0,1,56,0,0,0,0
1133,13,M,10K_50K,F,4,28,428,228,425,0,0,0,131,98,127,0,0,0,64,22,58,0,0,0,1,56,0,0,0,0
1134,17,M,10K_50K,T,3,37,310,371,521,0,0,0,112,127,187,0,0,0,67,47,95,0,0,0,1,56,0,0,0,0
1135,23,M,10K_50K,T,1,46,456,290,499,0,0,0,125,115,148,0,0,0,50,46,72,0,0,0,1,56,0,0,0,0
1136,18,M,Less_than_10K,F,4,36,376,349,418,0,0,0,119,130,100,0,0,0,49,55,60,0,0,0,1,56,0,0,0,0
1137,23,M,10K_50K,F,2,3,311,419,466,0,0,0,95,131,120,0,0,0,50,34,59,0,0,0,1,56,0,0,0,0
1138,19,M,10K_50K,F,1,38,333,397,486,0,0,0,90,123,189,0,0,0,62,47,19,0,0,0,1,56,0,0,0,0
1139,20,M,10K_50K,T,1,48,430,335,449,0,0,0,140,94,160,0,0,0,42,73,45,0,0,0,1,56,0,0,0,0
114,29,M,Greater_than_100K,T,2,41,13704,371,494,125,0,0,4548,140,129,0,0,0,1694,15,82,0,0,0,1,56,171,0,0,0
1140,23,M,10K_50K,T,4,28,389,365,451,0,0,0,122,93,119,0,0,0,22,29,62,0,0,0,1,56,0,0,0,0
1141,18,M,10K_50K,T,1,55,282,343,456,0,0,0,84,149,176,0,0,0,39,31,49,0,0,0,1,56,0,0,0,0
1142,24,M,Less_than_10K,T,4,33,342,289,462,0,0,0,62,97,117,0,0,0,30,32,81,0,0,0,1,56,0,0,0,0
1143,16,M,10K_50K,F,3,16,371,298,362,0,0,0,158,68,132,0,0,0,61,49,96,0,0,0,1,56,0,0,0,0
1144,18,M,10K_50K,T,1,50,269,387,438,0,0,0,107,114,166,0,0,0,83,31,61,0,0,0,1,56,0,0,0,0
1145,16,M,10K_50K,T,4,31,245,333,468,0,0,0,84,121,162,0,0,0,35,26,71,0,0,0,1,56,0,0,0,0
1146,20,M,10K_50K,F,3,30,360,463,403,0,0,0,143,143,114,0,0,0,17,67,96,0,0,0,1,56,0,0,0,0
1147,21,M,10K_50K,T,3,3,355,300,563,0,0,0,120,101,176,0,0,0,66,30,79,0,0,0,1,56,0,0,0,0
1148,19,M,Less_than_10K,T,3,57,323,348,491,0,0,0,82,94,169,0,0,0,29,60,83,0,0,0,1,56,0,0,0,0
1149,24,M,Less_than_10K,T,1,27,310,327,526,0,0,0,110,105,202,0,0,0,40,63,53,0,0,0,1,56,0,0,0,0
115,32,M,Greater_than_100K,F,4,2,13695,305,446,192,0,0,4472,97,156,113,0,0,1843,28,29,157,0,0,1,56,343,0,0,1
1150,19,M,10K_50K,T,4,3,318,324,479,0,0,0,57,105,121,0,0,0,29,52,84,0,0,0,1,56,0,0,0,0
1151,17,M,10K_50K,F,3,36,334,333,491,0,0,0,89,117,115,0,0,0,38,42,68,0,0,0,1,56,0,0,0,0
1152,14,M,Less_than_10K,F,1,44,341,372,541,0,0,0,150,131,141,0,0,0,49,51,30,0,0,0,1,56,0,0,0,0
1153,13,M,10K_50K,F,1,13,344,364,546,0,0,0,155,162,175,0,0,0,31,45,42,0,0,0,1,56,0,0,0,0
1154,23,M,Less_than_10K,F,2,50,300,414,494,0,0,0,101,147,165,0,0,0,63,41,72,0,0,0,1,56,0,0,0,0
1155,15,M,10K_50K,T,1,28,372,348,539,0,0,0,144,118,172,0,0,0,52,48,54,0,0,0,1,56,0,0,0,0
1156,24,M,Less_than_10K,F,1,33,292,405,453,0,0,0,94,131,113,0,0,0,24,79,55,0,0,0,1,56,0,0,0,0
1157,19,M,10K_50K,T,2,10,370,368,464,0,0,0,121,135,173,0,0,0,70,38,50,0,0,0,1,56,0,0,0,0
1158,24,M,10K_50K,T,4,27,340,351,642,0,0,0,123,99,270,0,0,0,60,44,51,0,0,0,1,56,0,0,0,0
1159,16,M,10K_50K,T,2,28,418,280,515,0,0,0,136,91,140,0,0,0,49,15,54,0,0,0,1,56,0,0,0,0
116,57,M,50K_100K,T,2,45,13683,263,389,196,0,0,4605,82,147,115,0,0,1771,54,46,86,0,0,1,56,276,0,0,1
1160,19,M,10K_50K,T,4,56,345,388,485,0,0,0,134,111,190,0,0,0,32,35,79,0,0,0,1,56,0,0,0,0
1161,17,M,10K_50K,F,1,24,426,421,425,0,0,0,134,117,117,0,0,0,13,33,93,0,0,0,1,56,0,0,0,0
1162,19,M,10K_50K,T,3,35,351,359,470,0,0,0,85,118,178,0,0,0,30,83,47,0,0,0,1,56,0,0,0,0
1163,17,M,Less_than_10K,T,1,42,366,321,470,0,0,0,161,114,185,0,0,0,42,49,85,0,0,0,1,56,0,0,0,0
1164,14,M,10K_50K,T,3,50,374,388,442,0,0,0,135,138,137,0,0,0,24,52,65,0,0,0,1,56,0,0,0,0
1165,13,M,10K_50K,T,2,47,371,340,493,0,0,0,131,98,155,0,0,0,66,20,53,0,0,0,1,56,0,0,0,0
1166,20,M,10K_50K,F,2,46,361,309,404,0,0,0,120,114,160,0,0,0,42,44,90,0,0,0,1,56,0,0,0,0
1167,17,M,10K_50K,T,3,58,365,340,547,0,0,0,86,80,192,0,0,0,62,37,56,0,0,0,1,56,0,0,0,0
1168,12,M,10K_50K,T,2,46,351,343,478,0,0,0,79,103,152,0,0,0,31,37,55,0,0,0,1,56,0,0,0,0
1169,22,M,Less_than_10K,T,4,48,371,487,516,0,0,0,110,145,149,0,0,0,27,36,64,0,0,0,1,56,0,0,0,0
117,59,M,Greater_than_100K,F,4,19,13820,312,475,157,0,0,4340,101,123,12,0,0,1871,61,56,0,0,0,1,56,157,0,0,0
1170,16,M,10K_50K,T,3,36,395,308,542,0,0,0,105,100,210,0,0,0,47,53,70,0,0,0,1,56,0,0,0,0
1171,21,M,10K_50K,F,4,20,363,355,404,0,0,0,129,84,110,0,0,0,56,48,73,0,0,0,1,56,0,0,0,0
1172,19,M,10K_50K,F,1,23,316,365,429,0,0,0,123,124,124,0,0,0,44,40,47,0,0,0,1,56,0,0,0,0
1173,21,M,Less_than_10K,F,3,25,348,338,487,0,0,0,96,124,162,0,0,0,51,40,45,0,0,0,1,56,0,0,0,0
1174,17,M,10K_50K,T,3,36,314,392,470,0,0,0,72,127,161,0,0,0,24,54,74,0,0,0,1,56,0,0,0,0
1175,16,M,10K_50K,T,4,58,425,416,469,0,0,0,149,150,141,0,0,0,57,54,43,0,0,0,1,56,0,0,0,0
1176,21,M,10K_50K,T,2,47,363,295,460,0,0,0,148,102,162,0,0,0,51,63,57,0,0,0,1,56,0,0,0,0
1177,17,M,10K_50K,T,3,7,318,284,490,0,0,0,109,125,122,0,0,0,67,46,37,0,0,0,1,56,0,0,0,0
1178,19,M,10K_50K,F,2,45,344,376,570,0,0,0,108,137,206,0,0,0,61,43,37,0,0,0,1,56,0,0,0,0
